INFO  2020-01-15 11:57:49,615 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/AntiForgery/SetCookie  
INFO  2020-01-15 11:57:49,616 [7    ] NetCore.StaticFiles.StaticFileMiddleware - Sending file. Request path: '/favicon-16x16.png'. Physical path: 'N/A'
INFO  2020-01-15 11:57:49,616 [7    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 4.9437ms 200 image/png
INFO  2020-01-15 11:57:49,616 [12   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'ExamControl.Web.Host.Controllers.AntiForgeryController.SetCookie (ExamControl.Web.Host)'
INFO  2020-01-15 11:57:49,629 [12   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "SetCookie", controller = "AntiForgery", area = ""}. Executing controller action with signature Void SetCookie() on controller ExamControl.Web.Host.Controllers.AntiForgeryController (ExamControl.Web.Host).
INFO  2020-01-15 11:57:49,653 [7    ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-01-15 11:57:49,668 [7    ] c.Infrastructure.ControllerActionInvoker - Executed action ExamControl.Web.Host.Controllers.AntiForgeryController.SetCookie (ExamControl.Web.Host) in 38.8458ms
INFO  2020-01-15 11:57:49,668 [7    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'ExamControl.Web.Host.Controllers.AntiForgeryController.SetCookie (ExamControl.Web.Host)'
INFO  2020-01-15 11:57:49,669 [7    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 53.5315ms 200 application/json; charset=utf-8
INFO  2020-01-15 11:57:49,698 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
INFO  2020-01-15 11:57:49,860 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 162.1102ms 200 application/json;charset=utf-8
INFO  2020-01-15 11:58:02,672 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 POST http://localhost:21021/api/TokenAuth/Authenticate application/json 54
INFO  2020-01-15 11:58:02,676 [9    ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution failed.
INFO  2020-01-15 11:58:02,676 [9    ] pNetCore.Cors.Infrastructure.CorsService - Request origin http://localhost:21021 does not have permission to access the resource.
INFO  2020-01-15 11:58:02,677 [9    ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'ExamControl.Controllers.TokenAuthController.Authenticate (ExamControl.Web.Core)'
INFO  2020-01-15 11:58:02,694 [9    ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Authenticate", controller = "TokenAuth", area = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[ExamControl.Models.TokenAuth.AuthenticateResultModel] Authenticate(ExamControl.Models.TokenAuth.AuthenticateModel) on controller ExamControl.Controllers.TokenAuthController (ExamControl.Web.Core).
INFO  2020-01-15 11:58:03,273 [12   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-01-15 11:58:03,275 [12   ] c.Infrastructure.ControllerActionInvoker - Executed action ExamControl.Controllers.TokenAuthController.Authenticate (ExamControl.Web.Core) in 581.295ms
INFO  2020-01-15 11:58:03,275 [12   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'ExamControl.Controllers.TokenAuthController.Authenticate (ExamControl.Web.Core)'
INFO  2020-01-15 11:58:03,276 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 604.0844ms 200 application/json; charset=utf-8
INFO  2020-01-15 11:58:03,284 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/index.html  
INFO  2020-01-15 11:58:03,286 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 2.1514ms 200 text/html;charset=utf-8
INFO  2020-01-15 11:58:03,309 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui.css  
INFO  2020-01-15 11:58:03,311 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-bundle.js  
INFO  2020-01-15 11:58:03,315 [10   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui.css was not modified
INFO  2020-01-15 11:58:03,315 [13   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-bundle.js was not modified
INFO  2020-01-15 11:58:03,315 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/swagger-ui-standalone-preset.js  
INFO  2020-01-15 11:58:03,316 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 6.619ms 304 text/css
INFO  2020-01-15 11:58:03,316 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 4.4436ms 304 application/javascript
INFO  2020-01-15 11:58:03,317 [12   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger-ui-standalone-preset.js was not modified
INFO  2020-01-15 11:58:03,318 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 3.0369ms 304 application/javascript
INFO  2020-01-15 11:58:03,318 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/abp.js  
INFO  2020-01-15 11:58:03,319 [13   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger/ui/abp.js was not modified
INFO  2020-01-15 11:58:03,320 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 1.814ms 304 application/javascript
INFO  2020-01-15 11:58:03,320 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/ui/abp.swagger.js  
INFO  2020-01-15 11:58:03,321 [13   ] NetCore.StaticFiles.StaticFileMiddleware - The file /swagger/ui/abp.swagger.js was not modified
INFO  2020-01-15 11:58:03,322 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 1.7369ms 304 application/javascript
INFO  2020-01-15 11:58:04,122 [12   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/AntiForgery/SetCookie  
INFO  2020-01-15 11:58:04,160 [12   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-01-15 11:58:04,206 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:21021/swagger/v1/swagger.json  
INFO  2020-01-15 11:58:04,207 [10   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-01-15 11:58:04,215 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'ExamControl.Web.Host.Controllers.AntiForgeryController.SetCookie (ExamControl.Web.Host)'
INFO  2020-01-15 11:58:04,231 [13   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "SetCookie", controller = "AntiForgery", area = ""}. Executing controller action with signature Void SetCookie() on controller ExamControl.Web.Host.Controllers.AntiForgeryController (ExamControl.Web.Host).
INFO  2020-01-15 11:58:04,238 [13   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-01-15 11:58:04,238 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 32.8127ms 200 application/json;charset=utf-8
INFO  2020-01-15 11:58:04,239 [13   ] c.Infrastructure.ControllerActionInvoker - Executed action ExamControl.Web.Host.Controllers.AntiForgeryController.SetCookie (ExamControl.Web.Host) in 7.6959ms
INFO  2020-01-15 11:58:04,239 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'ExamControl.Web.Host.Controllers.AntiForgeryController.SetCookie (ExamControl.Web.Host)'
INFO  2020-01-15 11:58:04,240 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 117.8396ms 200 application/json; charset=utf-8
INFO  2020-01-15 11:58:21,400 [10   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 POST http://localhost:21021/api/services/app/Role/Create application/json-patch+json 121
INFO  2020-01-15 11:58:21,401 [10   ] pNetCore.Cors.Infrastructure.CorsService - CORS policy execution failed.
INFO  2020-01-15 11:58:21,401 [10   ] pNetCore.Cors.Infrastructure.CorsService - Request origin http://localhost:21021 does not have permission to access the resource.
INFO  2020-01-15 11:58:21,403 [10   ] uthentication.JwtBearer.JwtBearerHandler - Successfully validated the token.
INFO  2020-01-15 11:58:21,404 [10   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'ExamControl.Roles.RoleAppService.CreateAsync (ExamControl.Application)'
INFO  2020-01-15 11:58:21,413 [10   ] c.Infrastructure.ControllerActionInvoker - Route matched with {area = "app", action = "Create", controller = "Role"}. Executing controller action with signature System.Threading.Tasks.Task`1[ExamControl.Roles.Dto.RoleDto] CreateAsync(ExamControl.Roles.Dto.CreateRoleDto) on controller ExamControl.Roles.RoleAppService (ExamControl.Application).
INFO  2020-01-15 11:58:21,752 [15   ] .Mvc.Infrastructure.ObjectResultExecutor - Executing ObjectResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2020-01-15 11:58:21,754 [15   ] c.Infrastructure.ControllerActionInvoker - Executed action ExamControl.Roles.RoleAppService.CreateAsync (ExamControl.Application) in 340.8498ms
INFO  2020-01-15 11:58:21,755 [15   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'ExamControl.Roles.RoleAppService.CreateAsync (ExamControl.Application)'
INFO  2020-01-15 11:58:21,755 [15   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 355.1319ms 200 application/json; charset=utf-8
